Year,Month,Day,HighTemp,LowTemp
2023,3,9,10.2353,0.314951
2023,3,10,10.697,0.53975
2023,3,11,9.19075,1.16025
2023,3,12,10.6681,-1.3809
2023,3,13,11.022,1.83715
2023,3,14,9.96117,-1.15366
2023,3,15,9.66069,1.25864
2023,3,16,8.95242,0.734764
2023,3,17,13.6544,1.44127
2023,3,18,9.1355,1.49431
2023,3,19,9.03465,-0.950957
2023,3,20,9.34588,-0.247993
2023,3,21,8.56013,0.245186
2023,3,22,10.2998,-1.26975
2023,3,23,10.9236,-1.59789
2023,3,24,11.2523,-1.03885
2023,3,25,11.9805,-0.710959
2023,3,26,10.5711,0.539445
2023,3,27,7.99002,-0.394482
2023,3,28,12.0598,1.73504
2023,3,29,10.187,1.20145
2023,3,30,10.1401,-1.35887
2023,3,31,9.19515,-0.118778
2023,4,1,17.7507,7.7307
2023,4,2,17.3637,6.48531
2023,4,3,19.3954,7.89489
2023,4,4,18.6614,8.45534
2023,4,5,20.2598,7.29838
2023,4,6,19.6195,6.61409
2023,4,7,17.0334,7.62572
2023,4,8,18.067,7.50462
2023,4,9,17.0599,8.11798
2023,4,10,17.9461,7.0867
2023,4,11,18.3071,6.61
2023,4,12,19.0293,8.22456
2023,4,13,16.9838,6.69417
2023,4,14,17.3673,8.87661
2023,4,15,18.8002,7.62273
2023,4,16,18.7316,9.65154
2023,4,17,21.96,8.58156
2023,4,18,18.9588,9.91864
2023,4,19,17.9828,9.22288
2023,4,20,20.8343,8.26209
2023,4,21,19.6404,6.97037
2023,4,22,21.6073,6.30317
2023,4,23,18.9054,8.64528
2023,4,24,19.0895,9.91833
2023,4,25,18.7712,6.33674
2023,4,26,19.8307,6.58016
2023,4,27,19.0571,7.91766
2023,4,28,15.2168,7.54497
2023,4,29,19.7338,9.32481
2023,4,30,18.1553,8.58589
2023,5,1,23.3189,13.134
2023,5,2,23.626,15.4355
2023,5,3,22.9954,14.5419
2023,5,4,23.1429,12.8639
2023,5,5,24.1197,13.4929
2023,5,6,25.5038,15.9116
2023,5,7,24.9456,13.7157
2023,5,8,22.2405,15.4343
2023,5,9,23.2299,13.6971
2023,5,10,26.2796,15.8025
2023,5,11,23.0093,13.6186
2023,5,12,24.9309,14.2167
2023,5,13,23.2724,12.1546
2023,5,14,23.934,14.4677
2023,5,15,24.5483,12.8889
2023,5,16,23.7089,12.9689
2023,5,17,22.7357,13.4266
2023,5,18,23.0346,12.0804
2023,5,19,25.1412,15.2715
2023,5,20,25.7514,13.7079
2023,5,21,25.2085,15.2156
2023,5,22,26.1633,13.5465
2023,5,23,23.5973,12.8836
2023,5,24,26.9051,15.591
2023,5,25,23.33,12.3395
2023,5,26,22.9155,12.3774
2023,5,27,23.2749,15.7023
2023,5,28,24.1702,12.3161
2023,5,29,25.4004,14.8081
2023,5,30,23.2117,15.1963
2023,5,31,26.1841,14.9104
2023,6,1,30.0238,20.5179
2023,6,2,26.2828,19.5075
2023,6,3,28.555,18.2798
2023,6,4,31.2407,17.0364
2023,6,5,30.4586,18.1563
2023,6,6,30.8615,17.215
2023,6,7,28.5437,19.126
2023,6,8,31.2458,19.1367
2023,6,9,26.7356,17.0396
2023,6,10,26.3067,17.6203
2023,6,11,30.5888,19.0883
2023,6,12,29.7325,20.3327
2023,6,13,28.0229,20.0571
2023,6,14,28.814,18.574
2023,6,15,29.7184,20.393
2023,6,16,28.0467,17.8526
2023,6,17,30.587,18.0965
2023,6,18,26.6996,17.5587
2023,6,19,25.5853,17.5331
2023,6,20,30.2176,18.7189
2023,6,21,26.6126,18.326
2023,6,22,27.9479,18.6083
2023,6,23,27.8739,18.749
2023,6,24,27.6115,19.5883
2023,6,25,31.3366,19.4236
2023,6,26,28.6727,20.5947
2023,6,27,31.1329,20.117
2023,6,28,31.3672,20.3938
2023,6,29,27.5158,18.6927
2023,6,30,28.5021,18.6354
2023,7,1,30.7006,21.9417
2023,7,2,29.7736,20.1701
2023,7,3,30.5618,21.5553
2023,7,4,29.5724,20.2878
2023,7,5,29.5577,20.2553
2023,7,6,30.9206,20.2794
2023,7,7,30.8131,21.3724
2023,7,8,31.8479,22.6355
2023,7,9,31.2495,22.9088
2023,7,10,29.69,20.5622
2023,7,11,28.029,23.923
2023,7,12,29.5477,20.7395
2023,7,13,31.5222,21.0982
2023,7,14,30.8707,20.3926
2023,7,15,29.2696,23.5503
2023,7,16,28.039,21.4528
2023,7,17,29.5871,23.2217
2023,7,18,31.2585,22.0245
2023,7,19,31.0039,21.0028
2023,7,20,28.6396,22.2928
2023,7,21,31.1303,22.3101
2023,7,22,30.0343,22.7387
2023,7,23,29.8315,21.0404
2023,7,24,28.9531,21.9272
2023,7,25,30.822,23.2549
2023,7,26,31.4323,22.477
2023,7,27,29.7731,22.94
2023,7,28,29.2833,20.8209
2023,7,29,29.042,23.8625
2023,7,30,30.3347,23.6477
2023,7,31,30.1782,20.3325
2023,8,1,28.6574,22.9704
2023,8,2,28.5965,20.7219
2023,8,3,30.4799,22.9636
2023,8,4,27.2342,22.7984
2023,8,5,28.8015,20.994
2023,8,6,28.1076,19.5724
2023,8,7,31.3814,20.5659
2023,8,8,30.2297,21.6905
2023,8,9,26.8279,22.3749
2023,8,10,31.5672,22.4778
2023,8,11,28.8828,20.3491
2023,8,12,29.4964,22.7569
2023,8,13,31.4146,21.8046
2023,8,14,31.8372,21.7008
2023,8,15,29.3191,19.6648
2023,8,16,28.1453,21.5015
2023,8,17,28.1372,21.3649
2023,8,18,28.4782,19.1434
2023,8,19,29.7296,22.2738
2023,8,20,27.6446,21.6327
2023,8,21,29.3471,19.9472
2023,8,22,28.0593,22.2094
2023,8,23,28.1507,22.242
2023,8,24,28.0819,22.0841
2023,8,25,28.3818,19.4907
2023,8,26,28.3204,21.5256
2023,8,27,28.3228,20.6569
2023,8,28,28.6146,22.1125
2023,8,29,28.543,21.6347
2023,8,30,27.5293,20.6063
2023,8,31,28.291,21.9126
2023,9,1,23.2185,15.4671
2023,9,2,26.7678,16.4223
2023,9,3,26.4541,15.1038
2023,9,4,26.5795,16.2866
2023,9,5,24.9857,15.9612
2023,9,6,25.1632,14.5906
2023,9,7,23.6829,13.233
2023,9,8,23.6025,15.9878
2023,9,9,25.1275,16.4122
2023,9,10,25.6298,16.3027
2023,9,11,23.4625,14.4052
2023,9,12,23.7506,16.4619
2023,9,13,23.6821,15.0211
2023,9,14,25.3812,14.8061
2023,9,15,23.963,16.2519
2023,9,16,26.0605,13.2133
2023,9,17,24.3365,13.2416
2023,9,18,26.0703,16.1657
2023,9,19,24.1671,16.6713
2023,9,20,26.5682,14.3094
2023,9,21,24.5093,14.7024
2023,9,22,26.421,16.8522
2023,9,23,25.5801,14.5292
2023,9,24,23.2343,14.8218
2023,9,25,25.9023,15.5189
2023,9,26,25.5296,14.4635
2023,9,27,25.0243,16.6421
2023,9,28,24.7911,16.0838
2023,9,29,24.4907,16.271
2023,9,30,26.2377,16.2923
2023,10,1,18.1053,7.62902
2023,10,2,20.3061,8.86782
2023,10,3,16.7405,7.98193
2023,10,4,18.2048,8.80209
2023,10,5,17.8415,6.67336
2023,10,6,17.2497,7.45726
2023,10,7,14.7845,7.79809
2023,10,8,17.6058,8.81161
2023,10,9,17.6902,9.48027
2023,10,10,16.8935,7.21659
2023,10,11,19.8961,8.0849
2023,10,12,18.0027,8.52992
2023,10,13,17.9924,6.66103
2023,10,14,19.776,7.18149
2023,10,15,19.799,6.72207
2023,10,16,16.2732,7.49071
2023,10,17,16.301,6.2646
2023,10,18,16.754,7.73101
2023,10,19,17.8523,9.52715
2023,10,20,16.2657,6.31996
2023,10,21,17.1201,9.44249
2023,10,22,18.7368,9.35221
2023,10,23,19.4658,8.86825
2023,10,24,16.8492,8.67635
2023,10,25,19.2912,6.88522
2023,10,26,18.0527,6.97861
2023,10,27,18.3706,7.53728
2023,10,28,18.0565,7.26334
2023,10,29,17.258,6.46834
2023,10,30,17.3453,7.35044
2023,10,31,18.4045,7.87738
2023,11,1,10.4138,-0.141179
2023,11,2,9.84664,1.11625
2023,11,3,8.47173,0.0781884
2023,11,4,9.99908,-0.6133
2023,11,5,8.93668,1.77874
2023,11,6,12.4522,-1.77142
2023,11,7,8.33173,1.37162
2023,11,8,8.24708,0.0580462
2023,11,9,8.52111,-1.47111
2023,11,10,7.79253,-1.31596
2023,11,11,9.11092,0.0888699
2023,11,12,7.28704,1.67241
2023,11,13,9.22542,-0.350414
2023,11,14,10.2282,1.49474
2023,11,15,6.70638,0.79049
2023,11,16,9.41317,0.692404
2023,11,17,9.47746,1.73156
2023,11,18,11.1618,-0.103336
2023,11,19,7.77858,-0.891018
2023,11,20,9.90618,1.31773
2023,11,21,9.16042,0.68685
2023,11,22,9.38185,-1.06131
2023,11,23,10.4172,-0.464064
2023,11,24,8.30217,1.35386
2023,11,25,9.10893,0.765893
2023,11,26,7.70148,-1.49821
2023,11,27,10.4551,1.66027
2023,11,28,8.25525,0.532365
2023,11,29,7.98653,0.916166
2023,11,30,8.35088,0.471511
2023,12,1,3.06878,-6.021
2023,12,2,1.41026,-6.06439
2023,12,3,3.37142,-7.20859
2023,12,4,0.434457,-6.70779
2023,12,5,3.92271,-5.38487
2023,12,6,0.129533,-6.03137
2023,12,7,3.05028,-6.44307
2023,12,8,2.21341,-4.30464
2023,12,9,1.38286,-7.82983
2023,12,10,4.14937,-5.54509
2023,12,11,2.60441,-5.09989
2023,12,12,-0.551785,-6.50264
2023,12,13,2.37473,-4.98465
2023,12,14,0.405033,-6.60884
2023,12,15,2.35955,-4.95071
2023,12,16,0.879215,-5.12741
2023,12,17,2.10906,-6.4593
2023,12,18,1.67142,-5.45549
2023,12,19,1.11195,-5.01071
2023,12,20,3.88957,-4.63973
2023,12,21,3.09745,-6.24726
2023,12,22,0.367737,-4.10089
2023,12,23,1.06559,-4.88327
2023,12,24,2.76003,-7.90069
2023,12,25,2.2653,-6.98209
2023,12,26,0.542931,-5.51018
2023,12,27,1.10087,-5.47093
2023,12,28,2.58624,-4.95798
2023,12,29,0.255054,-5.0972
2023,12,30,0.992098,-6.81606
2023,12,31,2.36627,-5.23777
